,1,2,3,4,5,6,7,8,9
86,0.0012555309,0.0031291523,0.0013005878,0.0119916411,0.012855028,0,1,0.0119521912,1
87,0.0321741295,0.035038234,0.0198699149,0.0190479512,0.0109699219,0.0398406375,0.8486055777,0.1832669323,1
88,0.004947286,0.0340334547,0.0109568622,0.1483599362,0.106476563,0.2151394422,0.6613545817,0.1593625498,1
89,0.0035001886,0.006168392,0.0023113283,0.0283601095,0.0351180613,0,0.9760956175,0,1
90,0.0276058009,0.0318409304,0.0141649346,0.0349248597,0.0707493777,0,0.7450199203,0,1
91,0.0429823242,0.0214410044,0.0182786261,0.0241363786,0.0685828187,0,0.984063745,0.1235059761,1
92,0.0714714125,0.0715253866,0.0260738579,0.052918346,0.2118544484,0.1235059761,0.9083665339,0.2549800797,1
93,0.0189649451,0.005362441,0.0072601429,0.0423243712,0.1583706361,0.0358565737,1,0.2908366534,1
94,0.145347377,0.1217323767,0.0465463735,0.1623124676,0.1097865629,0.1952191235,0.7848605578,0.2669322709,1
95,0.0207760992,0.01957063,0.0082369777,0.0278305787,0.0252454145,0,0.9760956175,0.015936255,1
96,0.0631860778,0.0951704863,0.0363675216,0.0406844991,0.0732460423,0.0239043825,0.2470119522,0.3784860558,1
97,0.0678591507,0.0285488908,0.0309785707,0.0389024318,0.2070346073,0,0.9482071713,0.3426294821,1
98,0.0165527308,0.0165746824,0.0099101302,0.0254483481,0.0468274263,0.0278884462,0.9163346614,0,1
99,0.0980979546,0.1139908134,0.0314477551,0.0264982844,0.0391422709,0.1235059761,0.7689243028,0.2669322709,0
100,0.0046503652,0.0130053418,0.0054024813,0.120864245,0.0213053317,0,1,0.1035856574,1
101,0.0573749011,0.0894200475,0.0199305727,0.0507173566,0.0786355687,0,0.8764940239,0.015936255,1
102,0.0570526755,0.0471328575,0.0343757286,0.0482340697,0.08751586,0.1155378486,0.5099601594,0.2948207171,1
103,0.0378729297,0.0519065762,0.0205963245,0.0218318729,0.0118468139,0,0.4940239044,0,0
104,0.0266159092,0.0335351425,0.0133209491,0.0091092904,0.0051330333,0,0.9760956175,0,1
105,0.1940328973,0.1610410295,0.0692520585,0.1330902463,0.4144277557,0.0916334661,0.5378486056,0.2589641434,0
106,0.0042960676,0.0079852683,0.0034371112,0.0518008783,0.0371792822,0.0039840637,0.7529880478,0,1
107,0.0338795259,0.0535549978,0.0220675912,0.0302665922,0.0274804866,0,0.9123505976,0.0079681275,1
108,0.001351879,0.0027569672,0.0012254646,0.0097591924,0.0086402098,0,1,0.0597609562,1
109,0.0541095726,0.0328172602,0.02155032,0.0746335721,0.1362388515,0.1952191235,0.9800796813,0.1274900398,0
110,0.0058132046,0.0519428529,0.0182447221,0.2731929786,0.0604304492,0.219123506,1,0.0756972112,1
111,0.0008731681,0.0018517267,0.0006273999,0.0043694099,0.0036915538,0,0.7529880478,0,1
112,0.013629336,0.0113472273,0.008174082,0.0212591023,0.0243341735,0,1,0.0956175299,1
113,0.0095064886,0.0099304164,0.0055172545,0.01390121,0.0452080166,0.0836653386,1,0.1274900398,1
114,0.0280953937,0.0253282602,0.0130438285,0.0173325912,0.0559485982,0.4262948207,1,0.1434262948,1
115,0.022594004,0.0291019068,0.0082930268,0.0216657027,0.0663104257,0.187250996,1,0.3187250996,1
116,0.0027197562,0.0057883951,0.0026660859,0.0313521104,0.0082660009,0,0.9641434263,0.0796812749,1
117,0.0242869191,0.0213678672,0.0093239961,0.004872705,0.0129571352,0.03187251,0.9641434263,0,1
118,0.0011349277,0.0045142946,0.0014730653,0.0090470592,0.0099198796,0,1,0.0557768924,1
119,0.0149524708,0.0163225619,0.0054379168,0.0286134729,0.0165827302,0.0278884462,1,0.0039840637,1
120,0.0042289548,0.0028811283,0.0019807066,0.0340397179,0.0296087536,0.0358565737,1,0.0039840637,1
121,0.0244761151,0.0152695763,0.0076858512,0.0438115994,0.029339448,0.0079681275,1,0.0956175299,0
122,0.1093326427,0.0987154828,0.0391602233,0.1719564661,0.4149395447,0.203187251,0.6653386454,0.187250996,0
123,0.1417571783,0.1239304543,0.0424520959,0.2590718919,0.0865571523,0.2908366534,0.7370517928,0.1633466135,0
124,0.0038485422,0.0073307942,0.0022257198,0.0309806512,0.0320173557,0,0.9601593626,0.0557768924,1
125,0.0031504025,0.0169912458,0.0062886469,0.0771202792,0.0147486369,0.0039840637,1,0.0637450199,1
126,0.0108631981,0.0113534931,0.0048079548,0.0077753003,0.0072360821,0.0438247012,1,0.0039840637,1
127,0.0163906942,0.0136053024,0.0091240083,0.1316602311,0.1960330417,0.2868525896,1,0.3824701195,1
128,0.0013440156,0.0024403799,0.0011661246,0.0112443681,0.0092549038,0,1,0.0597609562,1
129,0.0507469721,0.0288804156,0.0198566953,0.0480139192,0.221564765,0.2709163347,0.7569721116,0.0677290837,0
130,0.0031684237,0.0041528422,0.0013474044,0.0130194377,0.0324493332,0,1,0,1
131,0.006517376,0.0112099433,0.003664325,0.0629642699,0.0984833394,0.0039840637,0.3545816733,0.0239043825,1
132,0.0030219108,0.0076294089,0.0030828516,0.0317241647,0.026219955,0.0278884462,0.9402390438,0.219123506,0
133,0.0189613218,0.0164873012,0.007971621,0.0264589224,0.0632690743,0.0039840637,1,0.1274900398,1
134,0.0035568434,0.0153330224,0.006248831,0.0351566029,0.0412008425,0.0239043825,1,0.1354581673,1
135,0.1288129823,0.1696272594,0.0477407515,0.0395085294,0.1611391166,0,0.5219123506,0.1035856574,0
136,0.0027016912,0.0064278844,0.0027259962,0.0288264727,0.0119549294,0.0278884462,1,0,0
137,0.0096700034,0.0037223526,0.0031982443,0.0234950972,0.0826260948,0.0278884462,1,0.1155378486,1
138,0.002960121,0.0070666613,0.0029522903,0.0367032282,0.0276848854,0,1,0,1
139,0.01458633,0.0155903725,0.0062640415,0.0082393799,0.0048326599,0,0.96812749,0,1
140,0.002717204,0.0091043638,0.0040704029,0.0173919088,0.0635543487,0,1,0.0358565737,1
141,0.003762328,0.0058944035,0.0032143393,0.0227049462,0.0100173387,0.0039840637,0.625498008,0.1075697211,1
142,0.0135894693,0.0143858852,0.007708269,0.0070870693,0.0062726744,0,1,0,1
143,0.0080743552,0.0141754957,0.0030623332,0.0411758419,0.0548831054,0.1115537849,1,0.1195219124,1
144,0.023691189,0.0191747471,0.0127197399,0.0268088745,0.0066065425,0.0039840637,0.8087649402,0,1
145,0.024797717,0.0200909521,0.0091825196,0.007028988,0.0124466751,0.0079681275,1,0.0039840637,1
146,0.0209972028,0.008408542,0.0088238777,0.0166662279,0.010741872,0,0,0.0119521912,0
147,0.0032961583,0.008614229,0.0020498583,0.012083454,0.0234210513,0,1,0.187250996,1
148,0.0613328626,0.0716316827,0.0260175532,0.2768553911,0.2498204694,0.2589641434,0.9920318725,0.2629482072,0
149,0.0011549342,0.0041987841,0.0011790756,0.0129590462,0.0075425258,0,1,0,1
150,0.0242774515,0.0429942918,0.0128889406,0.1620698676,0.055543401,0.0796812749,0.7250996016,0.1912350598,1
151,0.0061454403,0.0100652294,0.0048140552,0.0383180251,0.0266131215,0,1,0.422310757,1
152,0.0252141206,0.0316461528,0.015963959,0.0347670976,0.0141448069,0,1,0,1
153,0.0185142348,0.0175547565,0.00627257,0.0121638288,0.0205939182,0,1,0.0796812749,1
154,0.0232000422,0.0205487393,0.0096299996,0.0086751176,0.0150163071,0,0.9960159363,0,1
155,0.0998206136,0.082318247,0.0300142396,0.0310416793,0.0191848579,0,0.9043824701,0.1155378486,0
156,0.0208518886,0.0138140982,0.0098350814,0.0858995595,0.2419540931,0.1474103586,1,0.1593625498,0
157,0.0009513806,0.0020880778,0.0008058475,0.0066325518,0.0038703519,0,0.9003984064,0.0278884462,1
158,0.0097382762,0.0054421326,0.0024780665,0.0827537155,0.0756711857,0.0756972112,1,0.2988047809,1
159,0.0457488222,0.0257449736,0.0232345146,0.0286471205,0.0159897407,0.4900398406,0.9402390438,0.0876494024,1
160,0.0012540606,0.0037488594,0.0015146536,0.0064625523,0.0073600259,0,1,0,1
161,0.0009517137,0.0032910328,0.0011092261,0.0134882886,0.0124326991,0,0.7131474104,0,1
162,0.0014692017,0.0011327665,0.0004794186,0.0050636734,0.0050456705,0,1,0.0597609562,1
163,0.0042530194,0.005181437,0.0023519185,0.0360804512,0.0357027616,0,1,0.0398406375,1
164,0.0062446013,0.0129170817,0.0058403511,0.0302083541,0.058319004,0,1,0.0039840637,1
165,0.0721553232,0.0696460058,0.0370471941,0.123958279,0.0200484672,0,0.7848605578,0.1912350598,1
166,0.0186659564,0.014912032,0.0092356094,0.0129279788,0.0056538313,0.0438247012,0.7450199203,0.0398406375,1
167,0.0224284121,0.044023668,0.0140534132,0.0061822389,0.0073466992,0,0.625498008,0,1
168,0.0339878326,0.0535246917,0.0175610886,0.0307889677,0.0849496158,0,0.9760956175,0.1314741036,1
169,0.044652768,0.0378760077,0.018932955,0.0184192227,0.0367500585,0.0278884462,0.5737051793,0.0916334661,1
170,0.0134091401,0.0142076097,0.0072720024,0.022528043,0.0216396125,0.0039840637,0.96812749,0,1
171,0.0987372621,0.0425052293,0.0375126084,0.1719653634,0.3792924902,0.4741035857,0.7848605578,0.561752988,0
172,0.0085098551,0.0051059672,0.0019950915,0.0137309295,0.0412776041,0,1,0.1394422311,1
173,0.0014622803,0.0024890435,0.000959284,0.0099838287,0.0113899797,0,1,0.1633466135,1
174,0.0274958271,0.0438576141,0.0213903538,0.0149805288,0.0178546561,0,0.561752988,0.1434262948,1
175,0.0055144256,0.014645174,0.0028637067,0.0767164383,0.0531979303,0,1,0.1115537849,1
176,0.0107398872,0.0071226376,0.0031966782,0.0096812985,0.0047152792,0,1,0.0597609562,1
177,0.0028885712,0.0026945378,0.0015898953,0.0190721615,0.0079538724,0,1,0.0796812749,1
178,0.0030303173,0.0148186456,0.0060375708,0.0810056172,0.023475731,0,0.9442231076,0,1
179,0.0011510964,0.0049396586,0.0019806212,0.0225350605,0.0071011301,0,1,0.1195219124,1
180,0.0285734236,0.025838927,0.0124457462,0.0380473194,0.0744570462,0.3107569721,0.9402390438,0.2749003984,0
181,0.0347966363,0.0181375122,0.016215512,0.0463180812,0.0646335101,0.0876494024,1,0.2828685259,0
182,0.0165230767,0.0071826323,0.0066859864,0.0058102106,0.0035943133,0,0.9960159363,0,1
183,0.0257370018,0.0242632251,0.015585128,0.0074736828,0.004812296,0.0358565737,0.6334661355,0,1
184,0.0460402699,0.0242118113,0.0137617372,0.0346085719,0.1376730471,0.1235059761,1,0.1394422311,1
185,0.0071127028,0.0046527844,0.0016330909,0.0212191529,0.0386212565,0.0079681275,1,0.0039840637,1
186,0.0833624159,0.046283729,0.0208502947,0.095456556,0.0439533765,0.235059761,0.9123505976,0.0796812749,1
187,0.0055156676,0.0077722521,0.0043808774,0.032841751,0.0672457521,0.0478087649,1,0.0239043825,1
188,0.1206135363,0.1277590258,0.0455993672,0.2170002015,0.1286221687,0.1434262948,0.8366533865,0.187250996,0
189,0.0082019107,0.0179450521,0.0073000139,0.060723566,0.0793112987,0,1,0.0438247012,1
190,0.001263677,0.0028303844,0.0012037423,0.0123936131,0.0078912468,0.0079681275,1,0,1
191,0.0015829861,0.0050429564,0.0018340386,0.0284882373,0.0154140211,0.1274900398,1,0,1
192,0.0039121883,0.010484784,0.0049825698,0.0252924699,0.0223668625,0,1,0.2509960159,1
193,0.099203589,0.0581610455,0.0423107214,0.1380403316,0.1936193496,0.2310756972,0.6932270916,0.0876494024,1
194,0.0166479913,0.0150845832,0.0060259729,0.0147886365,0.0098975534,0.03187251,1,0.1035856574,1
195,0.1273171158,0.1079528797,0.0392261385,0.1362124031,0.385626417,0.3266932271,0.8167330677,0.5019920319,0
196,0.0998392059,0.0987458748,0.0350028286,0.205099631,0.0584111913,0.203187251,0.7689243028,0.2549800797,0
197,0.0027760603,0.0034408782,0.0016828465,0.0116422729,0.0093360536,0,0.812749004,0.015936255,1
198,0.0047178031,0.0074521113,0.0034334755,0.057433691,0.0638396005,0.0239043825,0.1553784861,0,1
199,0.0016488512,0.0034626108,0.0014046103,0.0154774349,0.0188993607,0,0.9960159363,0.0517928287,1
200,0.0237311711,0.0430444453,0.0190635294,0.0083278856,0.022389639,0,0.7051792829,0,1
201,0.0108795235,0.0071804872,0.0040006969,0.0123158772,0.0148446479,0.0119521912,1,0.1314741036,1
202,0.0179401747,0.018234044,0.0087438167,0.0423370338,0.0352166716,0,0.6494023904,0.3306772908,1
203,0.0214200904,0.0405847739,0.0117042997,0.0729946033,0.0353226498,0.1593625498,0.0876494024,0,0
204,0.0183893664,0.0055216967,0.007121604,0.0236093001,0.1616243191,0,1,0.0557768924,0
205,0.0384189407,0.0409031046,0.017831418,0.007537817,0.0090182462,0,0.6728624535,0,1
206,0.0496645658,0.0567636812,0.0280243303,0.0313369271,0.0264264557,0.0557768924,0.5816733068,0.0398406375,1
207,0.0009034055,0.0020735603,0.0007964909,0.0099247483,0.0085455466,0,1,0,1
208,0.0352687956,0.0325890761,0.0160927057,0.0884601511,0.045425793,0.2669322709,0.9203187251,0.2390438247,1
209,0.0080962502,0.0156535308,0.0075453363,0.1010961704,0.0223699064,0,1,0.1553784861,1
210,0.0325926762,0.050381948,0.0146875208,0.0731537385,0.0198805231,0.5139442231,0.6374501992,0.0119521912,1
211,0.1001187317,0.0523647581,0.043661078,0.0532874032,0.1847865332,0.2071713147,0.4940239044,0.2948207171,0
212,0.0088431647,0.0109185037,0.006231935,0.0696559864,0.0719079124,0,1,0.1992031873,1
213,0.0151184674,0.0140464384,0.0069891115,0.0141288857,0.007809829,0,1,0.0278884462,1
214,0.0341862827,0.0561556274,0.0210214204,0.010703514,0.0168699532,0,0.5418326693,0.0239043825,1
215,0.0232207915,0.0094838852,0.0095115895,0.0165884178,0.0061718259,0.0836653386,0,0,0
216,0.0017744182,0.0041886538,0.0020152885,0.0359437663,0.0140496213,0,1,0.015936255,0
217,0.0526355328,0.0749072173,0.0321763282,0.0196722826,0.0628771681,0.0358565737,0.6414342629,0,1
218,0.0016916408,0.002817596,0.0015008538,0.0182763269,0.0043882393,0,1,0,1
219,0.0009983766,0.0026968306,0.0011592681,0.0130972967,0.0088189543,0,0.9880478088,0.0278884462,1
220,0.011934719,0.0221068807,0.0055609228,0.0260364405,0.0171482723,0.0637450199,1,0.0278884462,1
221,0.0089654065,0.0153755525,0.0086911504,0.0588258838,0.1062953968,0.0717131474,0.4422310757,0.2430278884,1
222,0.0162048887,0.0143021206,0.0079846791,0.0103827563,0.0086208452,0,0.9800796813,0,1
223,0.048524416,0.0395425574,0.0151352535,0.0280936351,0.0262185259,0.1354581673,0.984063745,0.1394422311,0
224,0.0154585344,0.0107221672,0.0038067576,0.0207351868,0.0129654581,0,1,0.0478087649,1
225,0.0029793391,0.0039309968,0.0017923266,0.0222000044,0.0287901758,0,0.8605577689,0,1
226,0.0018855422,0.0043311821,0.0012543269,0.0168948906,0.0084745941,0,0.9601593626,0.0836653386,1
227,0.0192479284,0.0117079849,0.003709468,0.0060785943,0.0122284591,0.0039840637,1,0,1
228,0.0036489345,0.0064824028,0.0027383731,0.0377553669,0.0424675953,0,0.984063745,0.0517928287,1
229,0.0011040921,0.0022619807,0.0008275993,0.0044903047,0.0046685217,0,0.9601593626,0,1
230,0.0191108835,0.012883473,0.0053778305,0.0492134807,0.0294955083,0.03187251,1,0.0239043825,1
231,0.1204527997,0.1078592323,0.037507355,0.1695980701,0.2075707044,0.0079681275,0.8406374502,0.1593625498,0
232,0.0014775874,0.0064415115,0.0021470793,0.023281392,0.0098281538,0,0.96812749,0,1
233,0.0014232224,0.0028404522,0.0010980864,0.0075987876,0.0046207755,0,1,0,1
234,0.0261791789,0.015623652,0.0102213156,0.0231966038,0.0170549664,0.0119521912,0.9521912351,0.0199203187,1
235,0.1176600624,0.1219093969,0.0423363795,0.1229772956,0.2098725367,0.2988047809,0.8207171315,0.4940239044,0
236,0.0050796871,0.0082184856,0.0042530444,0.0345404375,0.0669598695,0,1,0.0478087649,1
237,0.0050621363,0.007452111,0.004374123,0.0180667174,0.1517663912,0.1394422311,1,0.1434262948,1
238,0.1101793878,0.1035305356,0.0381613711,0.3010104345,0.0689710001,0,0.0876494024,0.0398406375,0
239,0.0282342468,0.0201338231,0.013953693,0.0138367091,0.0125558794,0,0.8486055777,0.0358565737,1
240,0.0210604457,0.0147478106,0.0127009906,0.1040616504,0.0728981408,0,1,0.015936255,1
241,0.0325817364,0.0233678069,0.0071526415,0.0548124385,0.0288518148,0.0996015936,1,0.1314741036,1
242,0.0313514213,0.0488753059,0.0228670305,0.0089166186,0.0068918967,0.0239043825,0.8884462151,0,1
243,0.0017149998,0.0063106981,0.0019370329,0.0112576268,0.0149865474,0,1,0.0876494024,1
244,0.0055162852,0.013906978,0.0035886441,0.0414464281,0.0252941368,0.0398406375,1,0,1
245,0.0020281105,0.0032196057,0.001029595,0.0119267221,0.0137265295,0,1,0.0039840637,1
246,0.1705730343,0.1640145493,0.0629866214,0.3826359575,0.0331497672,0.03187251,0.5896414343,0.0517928287,0
247,0.0342152224,0.0304514359,0.0145895487,0.0294929379,0.0403303597,0.0836653386,0.9641434263,0.0478087649,0
248,0.0551647707,0.0699375348,0.0393630716,0.0604087272,0.0675401815,0,0.8486055777,0.1633466135,1
249,0.0199035246,0.0154206716,0.0071699963,0.0198038009,0.0526975083,0.0796812749,1,0.2430278884,1
250,0.0103809952,0.0218096613,0.0053565869,0.0854256772,0.0446301138,0.2231075697,0.7290836653,0.2629482072,0
251,0.002915308,0.0051359421,0.0015030378,0.0153887818,0.0053603012,0,1,0,1
252,0.0014203353,0.0031426226,0.0015920976,0.0128122506,0.0087125586,0,1,0,1
253,0.0017385478,0.0039769555,0.0012221197,0.0060583181,0.004660916,0,1,0.1992031873,1
254,0.0045973477,0.0258977976,0.0092992993,0.092322133,0.0681353809,0.2589641434,0.7729083665,0.0836653386,1
255,0.0116077608,0.0183345424,0.0094763507,0.0083507364,0.0043028452,0,0.8804780876,0,1
256,0.0046407974,0.0083155881,0.0041932395,0.0292085236,0.0287147204,0.0079681275,0.3107569721,0.1115537849,1
257,0.0657131777,0.1049320739,0.0277167953,0.1632617911,0.1143168984,0.1992031873,0.9003984064,0.2669322709,0
258,0.0027626446,0.0086028166,0.0026786841,0.0530545447,0.0808909569,0,1,0.1752988048,1
259,0.0137434289,0.0203691551,0.0122862104,0.1319710754,0.0412465789,0.1474103586,0.5856573705,0.2430278884,1
260,0.0013284292,0.0039860617,0.0015983792,0.0110419385,0.0124553263,0,1,0.03187251,1
261,0.1561787983,0.13945791,0.0517657134,0.6473222129,0.6454870675,0.1354581673,0.1912350598,0.1673306773,0
262,0.0009642055,0.0032164986,0.0009908655,0.0112858522,0.0056542184,0,1,0.0039840637,1
263,0.000909761,0.0028931728,0.0011713126,0.0104220433,0.0063844965,0,1,0.0358565737,0
