,1,2,3,4,5,6,7
114,-0.2257198725,0.1554536853,-0.0325646084,0.0171039584,0.0066910041,0.0095812038,1
115,-0.0336389717,0.0049398849,0.1165347713,0.0145304644,0.0168260664,0.0381686724,1
116,0.1433730717,0.2284617809,-0.1345665112,0.0115893437,0.0096722027,0.0179987129,1
117,0.260758679,0.0828735931,0.1026790306,0.2048079398,0.0970287197,0.0705531986,1
118,0.0392021976,0.3493819323,0.0043499797,0.0080561268,0.0076296025,0.0115741812,1
119,0.2338635288,-0.5908104418,0.1703012749,0.3106903529,0.3112108369,0.2565743084,0
120,-0.0006469796,-0.0534797947,-0.0724812461,0.1198345593,0.0724967707,0.028854392,0
121,-0.0389923721,-0.0036176577,-0.0476734486,0.0093968532,0.0125368202,0.0126336817,1
122,0.0418916538,0.1325280521,-0.0222306025,0.0604431339,0.0736229727,0.087692116,1
123,0.2515345139,-0.1338316056,0.1169626657,0.0112660029,0.0064278015,0.00634758,1
124,-0.1787400837,0.1725727092,-0.0628839853,0.0153887818,0.0053603012,0.011229386,1
125,0.0624866955,-0.0521963781,-0.0792235382,0.0733147531,0.3543358738,0.1956460179,0
126,-0.1360836904,0.2283708884,-0.0385431578,0.0072880959,0.003541666,0.0044377923,1
127,0.0832209944,-0.0036356724,-0.0040683683,0.0082760258,0.0184791367,0.0146892539,1
128,0.2133005874,-0.0517485565,0.1868935283,0.0428608012,0.0413259111,0.0687682889,1
129,0.0620508076,0.0973530275,0.0034590912,0.0103554263,0.0187470568,0.0054811413,1
130,0.049461208,0.2497089681,-0.0541835886,0.01575609,0.0183696186,0.024345448,1
131,0.2966294263,-0.0774099016,0.0884751474,0.0254600415,0.0161010859,0.0175534145,1
132,0.1274965263,0.2811731952,-0.0340057298,0.0865483338,0.0324758307,0.0345221811,1
133,-0.3028974283,0.1523207439,-0.0167751745,0.1176868758,0.0790835425,0.0758182657,0
134,0.0738831783,-0.0993805678,-0.0058695727,0.1126384963,0.0898546024,0.118805438,1
135,0.3797340164,0.611748988,-0.0556701151,0.4500513165,0.4164544609,0.4469573158,0
136,-0.0084843635,-0.0457260952,0.1701037809,0.0090486139,0.0044734067,0.0025618015,1
137,-0.0946289303,0.2670563307,0.4327361793,0.1738670555,0.0193586351,0.0566004065,1
138,0.005925804,0.0719718446,-0.0538679697,0.0162615434,0.0072993382,0.010444221,1
139,0.0676645008,0.0040320669,-0.1046130645,0.0140403785,0.0139524283,0.0139871183,1
140,0.0178871854,0.305087004,-0.0417602563,0.1153490927,0.172406698,0.0434670741,0
141,0.107207439,0.1567856773,-0.0930093737,0.0148561665,0.0138769079,0.0201063748,1
142,0.2038518454,-0.4963923307,0.1003949252,0.0416363567,0.0563958892,0.0296347759,0
143,-0.0144490557,-0.0197567663,-0.0128489109,0.0083768464,0.0121944877,0.0141299797,1
144,-0.0166712446,0.0619782925,-0.2310434729,0.0550596508,0.141645418,0.0917115871,0
145,-0.1582064696,0.1532156863,-0.0892844296,0.0501654494,0.147213511,0.0451167628,0
146,-0.1335621127,0.1934202869,-0.0363915036,0.0103685991,0.0074378978,0.0084438386,1
147,0.128900904,0.2554759482,0.0620120409,0.0175113251,0.0164464015,0.0375159062,1
148,0.0277499029,0.0061842752,0.0415170506,0.0061079949,0.0104408219,0.0097733356,1
149,-0.0900921916,0.2338837809,-0.0497427845,0.0050636734,0.0050456705,0.0038932811,1
150,0.1371828936,0.244090247,-0.1571041534,0.0130215917,0.0285019276,0.1252648729,1
151,0.04239728,-0.1293630363,0.0885786351,0.047392447,0.0298489711,0.0214622469,1
152,-0.0641299247,0.1847564781,-0.0165402351,0.0192697554,0.0176665525,0.0230500396,1
153,-0.0474920403,-0.0352810981,-0.1189170534,0.0416442177,0.0165094842,0.0144568726,1
154,0.2876445378,-0.0560968371,0.0507921633,0.0101267387,0.0027625363,0.0045937565,1
155,0.0551533959,-0.0258303787,0.0365926668,0.0546189524,0.0576917872,0.0360718349,0
156,0.072714551,0.0623369466,0.0378450044,0.007818758,0.0087937964,0.0059020184,1
157,-0.1198015147,-0.0248838216,0.0437285038,0.0293306904,0.0566457913,0.0365332733,1
158,0.3690301633,-0.0332470402,-0.0195709328,0.0178282778,0.0097829116,0.0096615284,1
159,-0.0014632494,0.0548413378,-0.1774271434,0.0099838287,0.0113899797,0.0047310655,1
160,0.0738678398,0.0656251857,0.0439850315,0.0109419963,0.0095675612,0.0111729567,1
161,0.0760973956,0.0944976514,-0.0382516582,0.0077842444,0.0073006837,0.0036023543,1
162,0.1421616754,0.3310947626,-0.0788435757,0.1852173236,0.1885909172,0.2168938478,0
163,0.0654277689,0.1589127012,0.0379054861,0.007486931,0.0069157131,0.0061116582,1
164,0.0841624036,0.1144269594,-0.0957852497,0.0214146737,0.1384172767,0.1565676234,1
165,0.1122777,-0.0714270533,-0.0455785339,0.0486111221,0.0308212078,0.0292703208,1
166,0.0095513713,0.01003738,-0.0529821976,0.0253012065,0.0488466947,0.0472682071,1
167,-0.2375780319,0.1297025793,-0.0190278361,0.0264956594,0.0121683858,0.0090549421,1
168,0.1222072952,0.2122635498,0.0758490829,0.0203943368,0.0244519051,0.0182416213,1
169,0.0116472451,-0.0767820673,0.0580166793,0.0088036269,0.0129795448,0.0078949548,1
170,0.2902164358,0.4805120239,-0.0881161515,0.2494633171,0.2282488381,0.1722269539,0
171,0.003553809,0.0384085641,-0.1188858745,0.0136139363,0.0159873165,0.0114848921,1
172,-0.098763857,0.11394931,-0.0452407962,0.1242420815,0.1587006719,0.1236246648,0
173,0.063312147,0.106462402,-0.0084888319,0.0051845543,0.0099086082,0.0048959373,1
174,0.1635371673,0.2616013865,0.0569129378,0.0070086312,0.0038274275,0.0033288761,1
175,0.1304301155,0.2569239084,0.1040465478,0.0241174509,0.0392052576,0.0250537626,1
176,-0.2297610319,-0.0626965104,0.1131540996,0.0503017555,0.0125884367,0.0121696938,1
177,0.0981729486,0.1641538385,-0.0969672277,0.1967869683,0.1614208796,0.193611152,0
178,0.0249201167,0.0390456068,-0.1055312474,0.0340397179,0.0296087536,0.0478489148,1
179,-0.0548740131,0.0233119754,0.0099925811,0.1352004555,0.0388677341,0.0347209901,1
180,0.3608859805,-0.1292802486,-0.0513833201,0.123958279,0.0200484672,0.043829339,1
181,-0.3156703964,-0.0498486541,0.1236948757,0.0896613841,0.0560387694,0.031183568,1
182,-0.0329210264,0.2655762709,-0.1025555737,0.0297865735,0.0228412947,0.055344429,1
183,-0.1330653677,0.2230630558,0.0017135213,0.0252024841,0.0399531071,0.0295101546,0
184,-0.1126761713,0.1258266089,0.008604808,0.082405952,0.0992056757,0.1082399565,0
185,0.0155191621,0.0252163482,-0.0548186002,0.0630651779,0.0357740769,0.0537473196,1
186,0.0459551991,-0.3498383347,0.0269110141,0.0161356709,0.0137408983,0.0123277419,1
187,-0.0945684032,-0.3391038685,-0.2175034741,0.0212591023,0.0243341735,0.019631071,1
188,-0.165105259,0.1719287012,-0.0734671841,0.0101781398,0.0091219224,0.0084582578,1
189,0.0121548317,-0.0527524759,0.0210625481,0.1798113597,0.188028073,0.1995680726,0
190,-0.0198201255,-0.0593685311,0.1010200665,0.0086412744,0.0116817444,0.0042951626,1
191,0.1285283869,0.2713849801,0.1114835187,0.0064292253,0.0052653574,0.0042379117,1
192,0.1314124797,0.0477151228,0.1113892578,0.016463026,0.0690403312,0.1321610072,1
193,0.2227775618,-0.0872394382,0.063892641,0.0211933778,0.0081456574,0.007214581,1
194,0.1229976438,0.0547790554,-0.0267959144,0.0064071124,0.0127341449,0.0101051878,1
195,-0.0073471465,-0.1076148873,0.1188450143,0.0171420658,0.005137878,0.0053142676,1
196,0.0570058833,-0.1446456215,0.0439516127,0.0101718103,0.0078159638,0.0061142413,1
197,-0.150561688,0.2282532151,-0.0491842195,0.0043617075,0.0041824527,0.0031939976,1
198,0.1502484064,0.1937961394,0.0568995418,0.0103516974,0.0041016666,0.0049156147,1
199,0.1103999406,-0.01083726,0.0749024884,0.035631587,0.125179084,0.1489114182,1
200,0.1744716215,0.2825503825,0.0345927079,0.0231987264,0.0111198286,0.0228848494,1
201,0.0551628753,-0.0416329024,0.1603406972,0.0112443681,0.0092549038,0.0063479538,1
202,0.0991528964,-0.049898664,0.088121249,0.0216168972,0.1112932695,0.1010681562,1
203,0.0917922833,0.0697912282,-0.0434110373,0.0548804671,0.1160331253,0.2104963107,0
204,-0.0268808904,0.0435247908,0.003190585,0.0175475355,0.0227010182,0.0190987838,1
205,0.3048069522,0.1411513331,-0.0389314089,0.1315910072,0.2113870157,0.0267877167,0
206,0.1367256283,0.266158506,0.0696981956,0.0120617615,0.0145162701,0.0081954664,1
207,-0.1888323426,0.3079437689,-0.3368082072,0.009090848,0.0204914171,0.0115851663,1
208,0.2251742253,-0.3577528016,0.174220539,0.1231607622,0.2975786736,0.2244688263,0
209,0.0286864722,0.2764836972,0.0891572988,0.0231876303,0.0157368076,0.0104767669,1
210,0.1626596574,0.0491201692,-0.1040450163,0.0234950972,0.0826260948,0.0257687057,1
211,-0.2078484422,0.1707493147,-0.0416309919,0.0156166272,0.006261262,0.0123300883,1
212,0.1368994781,0.2452567968,-0.0347141367,0.0058139325,0.0103440722,0.0029043817,1
213,0.2378938159,-0.115258101,0.0995604833,0.1745697603,0.2087687649,0.1357601296,0
214,0.1368816004,0.2648404462,0.1167704849,0.0060362714,0.0039491115,0.0031350056,1
215,-0.2244356096,0.137351502,-0.0220866578,0.005880971,0.0041782667,0.0024268213,1
216,0.1466896884,-0.1030496682,-0.0473045682,0.0907184831,0.1102844288,0.0770076021,0
217,0.0441520257,-0.0688262094,0.2568831873,0.0412312792,0.0172653198,0.0446720056,1
218,0.0939788127,0.2584068486,0.0205753187,0.0396136813,0.0172839538,0.0091045514,1
219,-0.0064606335,0.225778488,0.0706750948,0.0990805143,0.0638649999,0.038599146,1
220,-0.1261834644,0.375177251,0.5097887777,0.0375494349,0.0251234188,0.0930507023,1
221,-0.0602978731,0.281350761,-0.2493448976,0.0291231687,0.0216742162,0.1483523556,1
222,-0.0914250598,0.1141012649,-0.0422019214,0.0371258854,0.0555270238,0.0174774032,1
223,-0.0360446879,-0.0386215635,-0.1002814231,0.0266609517,0.012608155,0.0083017022,1
224,-0.0086816227,-0.051160055,0.1729253586,0.0098652202,0.0065200184,0.0071122607,1
225,0.0131501288,0.0176292748,0.04063011,0.0801969559,0.0907146521,0.0972390291,1
226,0.1280909984,0.2747955378,0.0761129749,0.0199320592,0.011455138,0.0094109393,1
227,-0.090886463,0.2534108526,-0.050265439,0.0147962401,0.0372478307,0.0069391292,0
228,-0.0423621931,0.2041396494,0.000390153,0.0292085236,0.0287147204,0.020009831,1
229,-0.1706449645,0.1860501633,-0.0495809124,0.019223437,0.0121877287,0.0137496668,1
230,-0.0384833164,0.093968461,-0.0071758775,0.030848135,0.0222093073,0.0234747577,1
231,-0.1992266016,0.1779320677,-0.0142008848,0.0181862597,0.01248684,0.0138313027,1
232,0.2326130279,0.0348358833,-0.0413999817,0.0090890659,0.0060295225,0.002245663,1
233,0.0694849199,0.036808796,0.1574274741,0.0067740818,0.0099860611,0.0064724939,0
234,0.114499602,0.2539701873,0.0591985571,0.0418168976,0.0125819712,0.0233557083,1
235,0.1765720876,-0.436562745,0.2561413984,0.0086269786,0.0416089848,0.0330964803,1
236,-0.0549913944,0.3568862032,0.1963546418,0.0672304817,0.0425815029,0.3019204674,1
237,0.0003853571,0.1165103314,-0.2208741071,0.051140819,0.1349305523,0.2086382804,1
238,-0.1063976191,0.2227110996,0.2750590932,0.0310512436,0.0417502452,0.0847159438,0
239,0.140145761,0.1985975777,0.0050307208,0.0073601071,0.0062528229,0.0086829674,1
240,0.2843389243,-0.1169457434,0.1063893235,0.0211115487,0.0116305533,0.0107254118,1
241,0.1422543187,0.2725403825,0.0449132506,0.0037231693,0.0053924089,0.0039744481,1
242,0.3089013984,0.0084305706,-0.0084873648,0.0205977233,0.0529591478,0.0470759734,1
243,0.1194942283,0.2785025418,0.0997894669,0.0055377136,0.004994052,0.0031228069,1
244,0.0281522365,0.0575041852,-0.0572984957,0.176644682,0.1940123488,0.1028367545,0
245,0.0933591359,0.2371331992,0.0392613865,0.008778106,0.0150249198,0.0079872043,1
246,0.0710662657,0.1534855219,-0.0218109595,0.0083204207,0.0078144724,0.0063387982,1
247,0.2938491594,-0.0470186904,0.0404759725,0.0088685842,0.0071615537,0.0077899576,1
248,0.0984830049,-0.1682504016,0.0202642139,0.1342365394,0.2496579003,0.1997567395,0
249,0.2327878566,-0.0380830774,-0.0132653326,0.0354917598,0.0358040471,0.0582135146,1
250,0.1218630116,0.2516462151,-0.0386889327,0.0086955984,0.0130576054,0.0087270624,1
251,0.0409577634,0.2271076345,0.0652053896,0.0472287793,0.0922433018,0.0780688435,1
252,0.2140004502,-0.3334525777,-0.0326681582,0.0086751176,0.0150163071,0.0127989117,1
253,0.045360247,-0.1545690279,-0.1293180677,0.0090905717,0.0077535056,0.0068983489,1
254,0.2368570884,0.1362695334,0.1492931263,0.107126968,0.1153455565,0.0637191697,1
255,0.1041174753,0.0724246791,-0.0868947087,0.1838648547,0.102722429,0.1168163154,0
256,-0.2263448606,0.1533537131,-0.0270743705,0.0088500029,0.0083655427,0.0062122847,1
257,0.1996424784,0.1520264196,0.2183219598,0.1381004436,0.1962634248,0.1359078378,0
258,-0.2828373068,0.0540592186,0.0327237943,0.0702940334,0.1305832948,0.0817675123,1
259,0.0294891606,-0.0380603684,0.1415110733,0.023321873,0.00573562,0.0067619277,1
260,0.1564431275,0.1895995896,0.0866365956,0.0270153204,0.0190086214,0.0536975693,1
261,0.1031614904,0.0870714306,-0.0114044615,0.0277139672,0.0580514379,0.1066149071,1
262,0.1224665892,0.2221811036,-0.0974873247,0.0136936533,0.0106783118,0.0073716632,0
263,-0.1339960159,0.1106470513,-0.0504893219,0.1985230734,0.0865734268,0.0774611013,1
264,0.2427906972,-0.1317230251,0.0613712586,0.00977053,0.0100929789,0.0071421583,1
265,-0.0999760303,-0.1184802255,-0.0578680972,0.0339807393,0.0237703724,0.0178440023,1
266,0.0400249135,0.0259659837,0.1588245618,0.0076720809,0.0037405573,0.0046974079,1
267,-0.0559247689,-0.0247431503,0.0923580697,0.0119916411,0.012855028,0.0083480182,1
268,-0.1329652215,0.1736148247,-0.0732861375,0.0168525343,0.0089642694,0.007603116,1
269,0.1202659761,0.2786174263,0.019048767,0.0071659356,0.0054151195,0.0065628538,1
270,-0.109715838,0.073876108,-0.0575848689,0.1536491592,0.1153259202,0.0603853005,1
271,0.0304027964,0.1838763183,0.0095660009,0.0473101965,0.1788363488,0.0757521459,1
272,-0.009427897,-0.0653642869,-0.0055211289,0.0771202792,0.0147486369,0.0636481046,1
273,0.1761518928,-0.0217199253,0.5470378486,0.0389272472,0.0246411088,0.034043763,1
274,-0.0125839868,0.2667064205,-0.0188719912,0.1047548552,0.4202768245,0.0796841692,0
275,0.1883298048,0.1591602948,0.1264751155,0.0076034162,0.0089400532,0.0037792099,1
276,0.7097590618,-0.1006458279,0.1341990653,0.2965657285,0.0277774783,0.0221520112,0
277,-0.1361386247,0.3442221952,-0.1338121052,0.0180052409,0.0693162567,0.3123514196,1
278,0.087612639,0.2507525618,0.0025764629,0.0151287618,0.0312623775,0.0158784463,0
279,0.0795279635,0.4071787809,-0.0392304674,0.1490123125,0.0872334906,0.1513090159,1
280,-0.1150495958,0.1533923063,0.150562517,0.1316000646,0.1283727089,0.2547121126,0
281,-0.0107738411,0.286311243,-0.0161907946,0.0528959911,0.0318008256,0.0484282276,1
282,0.2510041514,-0.0654253164,0.2046316693,0.0125496426,0.0163847025,0.0122287393,1
283,-0.0099010942,0.3116175299,0.2172229928,0.0438115994,0.029339448,0.0677911693,0
284,-0.0881606543,-0.1195442394,0.0388675196,0.1584760214,0.1390130565,0.02949007,0
285,-0.0941239422,0.286171757,-0.1570884446,0.0144487216,0.02890506,0.0403410603,1
286,-0.0818305526,0.3591286853,-0.05504096,0.0274627995,0.0613747643,0.2531924504,1
287,0.0603486044,-0.0586877319,0.2986771235,0.0121236677,0.0100748374,0.0075767537,1
288,-0.0903955606,0.2002252151,-0.0541914649,0.0078043089,0.0055495213,0.0036272148,1
289,0.0207618449,0.1217087421,-0.1723728721,0.1846488895,0.2904805605,0.1512247901,0
290,0.0310865343,0.1443436016,-0.0095223789,0.0086615306,0.007968831,0.0068433637,1
291,-0.0091024996,0.0321679736,-0.1230648964,0.0114755344,0.0146045539,0.0101084594,1
292,0.1304861116,0.2781835538,0.0837136801,0.0140896592,0.0111937283,0.0095528456,1
293,0.0880606821,0.344928498,-0.1000500913,0.0524504124,0.18483958,0.0680952635,0
294,0.0685798359,0.1560189522,0.0359267673,0.0049285258,0.0069009855,0.0055584329,1
295,-0.0356143028,0.164063008,0.1544829761,0.0395085294,0.1611391166,0.1616412359,0
296,0.2082753462,0.2024775208,0.1277371088,0.0950734948,0.115183585,0.0529330924,0
297,-0.0300897943,0.4910183705,-0.1399524099,0.0903636363,0.1389550918,0.1470743467,1
